DataSet, Kind, N, Nmax, S
CHINA micro 3.75981887737 3.32221929473 2.55509444858
CHINA micro 3.509874285 3.05614226206 1.73239375982
CHINA micro 3.97602884009 3.34262004255 2.07918124605
CHINA micro 4.11461098423 3.52322604197 2.38916608436
CHINA micro 3.4012281675 3.00732095292 1.90308998699
CHINA micro 3.55750720191 3.13417710758 1.92941892571
CHINA micro 3.87168966569 3.55059520749 2.60097289569
CHINA micro 3.87569776198 3.49094120536 2.59769518593
CHINA micro 3.4687902621 3.15806079394 2.46982201598
CHINA micro 3.77415185895 3.33405144035 2.71011736511
CHINA micro 4.03474874315 3.62859325585 2.45178643552
CHINA micro 3.83442070368 3.09656243837 2.15228834438
CHINA micro 3.84217222939 3.52788756595 2.40823996531
CHINA micro 3.80746737568 3.47011635315 2.23044892138
CHINA micro 3.68663626926 3.34576569311 2.67851837904
CHINA micro 3.67089495352 3.28802553539 2.00860017176
CHINA micro 3.75281643119 3.42324587394 2.58994960133
CHINA micro 3.84757265914 3.56324370114 2.67851837904
CHINA micro 3.72181061521 3.36436335462 2.50105926222
CHINA micro 3.71650416377 3.03462845663 2.10380372096
CHINA micro 4.0343075296 3.27737997467 2.55870857053
CHINA micro 3.67228262479 3.24797326636 2.24054924828
CHINA micro 3.58961454063 3.31428866095 1.95904139232
CHINA micro 3.88035619942 3.28397928424 2.55144999797
CHINA micro 3.65915528094 3.06595298031 1.84509804001
CHINA micro 3.86640549838 3.52840243795 2.62117628178
CHINA micro 3.75450122939 3.10037054512 2.43296929087
CHINA micro 3.99969588741 3.88109921839 2.08990511144
CHINA micro 3.92967431795 3.61647551389 2.68394713075
CHINA micro 3.99242095605 3.63002085111 2.0170333393
CHINA micro 3.79657433321 3.42894429004 2.37839790095
CHINA micro 3.74811046749 3.38952046585 2.55144999797
CHINA micro 3.59725628293 3.18752072084 1.85125834872
CHINA micro 3.70268896816 3.41128291302 2.20139712432
CHINA micro 3.76834205864 3.47465325336 2.56229286446
CHINA micro 3.92127018551 3.55521540513 1.97772360529
CHINA micro 4.14665507334 3.80760266992 2.83442070368
CHINA micro 3.90460736382 3.40001963507 2.21748394421
CHINA micro 3.51121470114 3.12936759572 2.26245108973
CHINA micro 3.66539335028 3.10448711131 2.2833012287
CHINA micro 3.86266795023 3.50974001557 2.58771096502
CHINA micro 3.78103693862 3.37346372163 2.06445798923
CHINA micro 4.0396123819 3.686099772 2.78675142215
CHINA micro 3.93585979804 3.55351894015 2.14921911266
CHINA micro 3.5530330162 3.35218251811 2.32014628611
CHINA micro 4.10700634638 3.74950442388 2.81557774832
CHINA micro 3.93414481179 3.57680189583 2.78604121024
CHINA micro 3.42209716313 3.10754912974 2.45939248776
CHINA micro 3.83739902434 3.49276038903 2.60314437262
CHINA micro 3.72329144648 3.38632057389 2.31175386106
CHINA micro 3.26951294422 2.86923171973 1.76342799356
CHINA micro 3.35774432518 2.73239375982 2.45636603313
CHINA micro 3.8975171294 3.66773305253 2.35602585719
CHINA micro 3.82288694783 3.16494737262 2.10380372096
CHINA micro 3.87098881376 3.28578227378 2.56229286446
CHINA micro 3.7246035154 3.36248247475 2.60852603358
CHINA micro 3.97409700379 3.40053798939 2.65513843481
CHINA micro 4.09781240737 3.62695595144 2.41664050734
CHINA micro 3.45969397648 3.10619089726 2.44404479592
CHINA micro 3.62096843564 3.19005141776 2.59549622183
CHINA micro 3.97524794124 3.36698297598 2.62117628178
CHINA micro 3.80413943234 3.18695633547 2.1105897103
CHINA micro 3.78915749191 3.44560420327 2.37106786227
CHINA micro 4.07561994593 3.73407940728 2.6232492904
CHINA micro 3.80848105657 3.44435712566 2.59106460703
CHINA micro 3.75503593377 3.40517554622 2.35983548234
CHINA micro 3.90971645323 3.39707054996 2.48000694296
CHINA micro 3.48614699681 2.9469432707 2.43296929087
CHINA micro 3.87436583573 3.51930284924 2.60422605308
CHINA micro 3.85955857263 3.14113609012 2.18184358794
CHINA micro 3.56808433132 3.10174707395 2.00860017176
CHINA micro 3.78354628227 3.5065050324 2.62838893005
CHINA micro 3.90325281689 3.41346741299 2.19589965241
CHINA micro 3.40739090447 2.80685802952 1.20411998266
CHINA micro 4.45230788957 4.08653778375 2.45939248776
CHINA micro 3.80250006776 3.50201721483 2.1105897103
CHINA micro 3.82930377283 3.43727479741 2.41329976408
CHINA micro 3.68502478511 3.29556709996 2.40140054078
CHINA micro 4.09489019701 3.45469244924 2.42813479403
CHINA micro 3.73263496754 3.45362407359 2.19312459835
CHINA micro 3.74530905994 3.27875360095 2.20411998266
CHINA micro 3.93277807006 3.45788189673 2.12710479836
CHINA micro 3.69152352217 3.1312977966 2.12385164097
CHINA micro 3.78189891935 3.36791473879 2.12057393121
CHINA micro 3.77407880075 3.35102285258 2.34830486305
CHINA micro 3.46612587042 3.16046853112 2.48713837548
CHINA micro 3.70705894063 3.35736303062 2.16136800223
CHINA micro 3.82118588261 3.46149852678 2.40140054078
CHINA micro 3.7373516958 3.45147940512 2.29446622616
CHINA micro 3.61542395289 3.2487087356 2.49692964807
CHINA micro 3.87104726131 3.27346427262 2.44404479592
CHINA micro 3.70799574642 3.38039216006 2.14612803568
CHINA micro 3.59955559099 3.28578227378 2.07188200731
CHINA micro 3.88275215561 3.51361707379 2.63346845558
CHINA micro 3.92598210033 3.09829753649 2.03342375549
CHINA micro 3.52061452188 2.97726621243 2.47567118832
CHINA micro 3.52530400996 3.19173039336 2.50242711998
CHINA micro 3.73070154428 3.38165648259 2.61489721603
CHINA micro 4.02657411815 3.35640832704 2.64048143697
CHINA micro 3.62879748557 3.09968064111 2.16731733475
CHINA micro 3.41929472175 3.06220580882 1.74036268949
CHINA micro 3.76752689941 3.40226138245 2.52374646681
CHINA micro 3.45727618606 2.94743372189 2.39794000867
CHINA micro 3.9111043178 3.53211711625 2.70243053645
CHINA micro 4.2877345658 3.78511619502 2.07188200731
CHINA micro 3.78781456706 3.20547503674 2.13672056716
CHINA micro 3.31952244907 2.87273882747 1.7075701761
CHINA micro 3.74374487859 3.34869419027 2.4623979979
CHINA micro 3.8425468365 3.52491514754 2.59328606702
CHINA micro 3.42813479403 3.0989896394 2.44247976906
CHINA micro 3.71708772493 3.44715803134 2.55266821611
CHINA micro 3.78760214618 3.37235958252 2.49415459402
CHINA micro 3.49526674439 2.97034687623 2.07188200731
CHINA micro 3.85278486868 3.21853550522 2.24551266781
CHINA micro 3.89641597647 3.23477029516 2.52891670028
CHINA micro 3.82249498528 3.48273070008 2.61066016309
CHINA micro 3.70174063244 3.31680875205 2.53655844257
CHINA micro 3.95856388322 3.55181582235 2.69897000434
CHINA micro 3.79525418258 3.12613140726 2.07188200731
CHINA micro 3.68042617086 3.31764554322 2.11727129566
CHINA micro 3.89707700321 3.51494600531 2.40654018043
CHINA micro 3.5952757118 3.21827285357 2.08635983067
CHINA micro 3.83928945601 3.43806745045 2.58433122437
CHINA micro 3.5330090225 3.24944296144 2.55388302664
CHINA micro 3.78951020409 3.49136169383 2.651278014
CHINA micro 3.73239375982 3.36304759452 2.41995574849
CHINA micro 3.71307032586 3.18469143082 2.16731733475
CHINA micro 3.63103769654 3.26740641875 2.57518784493
CHINA micro 3.86051767746 3.41497334797 2.47421626408
CHINA micro 3.82366981327 3.44808766669 2.22010808804
CHINA micro 3.80902072048 3.45666962942 2.50379068306
CHINA micro 3.71256552787 3.34556975606 2.55022835306
CHINA micro 3.78788535094 3.43312951758 2.66181268554
CHINA micro 3.65030752313 3.25333800533 2.44090908207
CHINA micro 3.74663419894 3.37401474029 2.07188200731
CHU micro 2.58994960133 1.61278385672 2.05690485134
CHU micro 3.08421868674 1.91907809238 2.40312052118
CHU micro 2.74818802701 1.56820172407 2.1583624921
CHU micro 3.0937717815 2.48287358361 2.30535136945
CHU micro 2.83505610172 2.06069784035 2.20951501454
CHU micro 2.93247376468 2.46089784276 2.07918124605
CHU micro 3.08457627793 2.2121876044 2.38916608436
CHU micro 2.96801571399 2.36735592103 2.20682587603
CHU micro 3.26646689544 2.87273882747 2.18184358794
CHU micro 3.74233228236 3.01410032152 2.49415459402
CHU micro 3.00646604225 2.44404479592 2.15228834438
CHU micro 2.93348728785 2.47856649559 1.89762709129
CHU micro 2.21484384805 1.7242758696 1.57978359662
CHU micro 3.23954972084 2.36172783602 2.43456890403
CHU micro 2.92685670895 2.02938377769 2.29446622616
CHU micro 3.03662889536 1.93449845124 2.40483371662
CHU micro 2.52244423351 1.97772360529 1.77085201164
CHU micro 3.15106325335 2.19589965241 2.47567118832
CHU micro 3.64493070791 2.90308998699 2.58883172559
CHU micro 3.61394747678 2.81157500587 2.64738297011
CHU micro 3.27600198996 2.31806333496 2.4814426285
CHU micro 3.30792370361 2.50514997832 2.48572142648
CHU micro 3.16879202031 2.45788189673 2.43933269383
CHU micro 3.38237730347 2.44560420327 2.57863920997
CHU micro 3.39567578527 2.62838893005 2.54406804435
CHU micro 2.94051648493 1.84509804001 2.25767857487
CHU micro 1.30102999566 0.602059991328 1.07918124605
CHU micro 3.71264970163 2.70926996098 2.67117284272
CHU micro 2.71933128698 1.71600334363 2.16435285578
CHU micro 3.66791968532 2.85186960073 2.54406804435
CHU micro 2.89486965675 2.02938377769 2.24054924828
CHU micro 3.20574554094 2.20682587603 2.46834733041
CHU micro 3.49899936358 2.52504480704 2.6414741105
CHU micro 2.85551915567 1.78532983501 2.27184160654
CHU micro 3.04688519084 2.07188200731 2.42975228
CHU micro 1.68124123738 0.845098040014 1.34242268082
CHU micro 3.61605519498 3.17897694729 2.40140054078
CHU micro 3.75434833571 2.83758843824 2.652246341
CHU micro 2.57749179984 1.85125834872 1.90848501888
CHU micro 2.5728716022 2.07918124605 1.86332286012
CHU micro 2.71011736511 1.54406804435 2.19865708695
CHU micro 2.18752072084 1.77085201164 1.56820172407
CHU micro 3.1303337685 2.46538285145 2.20411998266
CHU micro 3.38827886346 2.26951294422 2.59988307207
EMPclosed micro 3.25791845031 1.83884909074 2.80821097292
EMPclosed micro 5.1899560812 4.2945764392 3.64650175003
EMPclosed micro 4.92693893444 3.85058497635 3.25791845031
EMPclosed micro 4.52716571814 3.9159272117 3.17114115103
EMPclosed micro 4.99247840446 3.71113207231 3.18269990334
EMPclosed micro 5.70996326059 4.65018119988 3.40551710698
EMPclosed micro 4.55875655622 3.23451728351 3.47026344697
EMPclosed micro 4.72975587043 3.86587352821 3.16761267273
EMPclosed micro 5.08931859456 4.05304000864 2.99956548823
EMPclosed micro 4.61089427837 3.76064861958 2.61278385672
EMPclosed micro 4.5888093387 3.55412558151 2.98855895688
EMPclosed micro 4.55474348396 3.15806079394 3.38952046585
EMPclosed micro 4.53827203565 3.52891670028 2.93043959477
EMPclosed micro 4.5800920647 3.06408343596 3.40517554622
EMPclosed micro 4.27121409721 3.03542973818 2.76342799356
EMPclosed micro 3.9575594019 3.33525725643 2.25285303098
EMPclosed micro 4.75803333607 3.92074926128 2.74973631557
EMPclosed micro 4.70588935884 4.04972182215 2.61172330801
EMPclosed micro 4.52150420179 2.8494194138 3.43360984332
EMPclosed micro 4.57320822411 3.10856502373 3.12287092286
EMPclosed micro 4.56032516453 3.46224821535 3.38898878512
EMPclosed micro 4.31376179629 3.73359846096 2.60959440923
EMPclosed micro 4.55311809215 3.7824009525 2.94151143263
EMPclosed micro 4.4815286189 4.13529170448 2.44090908207
EMPclosed micro 4.74361950037 3.87233112123 3.3988077302
EMPclosed micro 4.95625489643 3.77473588255 2.98855895688
EMPclosed micro 4.07802158052 3.14113609012 2.57170883181
EMPclosed micro 4.91401506418 4.50447086249 3.37474834601
EMPclosed micro 3.51534389309 3.10720996965 1.94939000664
EMPclosed micro 4.35831564008 2.99387691494 3.04571405894
EMPclosed micro 4.7003835016 3.907733737 2.65513843481
EMPclosed micro 4.44243273101 3.47421626408 2.97863694838
EMPclosed micro 4.38125952055 3.04493154615 3.00732095292
EMPclosed micro 4.85052370888 3.52711411164 2.89542254604
EMPclosed micro 4.59523159636 3.75876054391 2.96661098668
EMPclosed micro 4.48181513064 3.52865964523 3.17114115103
EMPclosed micro 4.66767704705 4.00881300905 2.94596070358
EMPclosed micro 4.25471721842 2.67117284272 3.28981183912
EMPclosed micro 4.48967729166 3.7378285059 2.94890176097
EMPclosed micro 4.60558514578 3.80712895559 2.89707700321
EMPclosed micro 4.86770902277 4.59403878232 2.50105926222
EMPclosed micro 3.38952046585 2.0170333393 2.77670118399
EMPclosed micro 3.81204389793 2.69897000434 2.71432975975
EMPclosed micro 3.84565605998 3.32633586093 2.46686762035
EMPclosed micro 5.08270281063 3.82308279653 3.30102999566
EMPclosed micro 4.23027005741 3.82138249975 2.42160392687
EMPclosed micro 4.52002475938 3.61867553889 3.28712962072
EMPclosed micro 4.43288915535 3.584783379 2.73878055848
EMPclosed micro 4.32531037171 3.0916669576 2.86981820798
EMPclosed micro 4.70225816316 3.91881639036 3.00216606176
EMPclosed micro 4.61578176938 3.970858057 2.89486965675
EMPclosed micro 4.38840318355 3.39022836247 2.9749719943
EMPclosed micro 5.31251585566 4.6167485032 3.19005141776
EMPclosed micro 4.63439665117 3.09656243837 3.46508528756
EMPclosed micro 4.16973319794 3.84837388384 2.67209785794
EMPclosed micro 4.26768787987 3.06370855939 3.06892761168
EMPclosed micro 4.73042694527 3.96051834278 3.45347123372
EMPclosed micro 4.35285756241 3.16256440652 3.15381486434
EMPclosed micro 3.82898195401 2.67302090713 2.83695673706
EMPclosed micro 4.58719444232 4.00936589835 2.76789761602
EMPclosed micro 4.66567478099 3.83941519268 2.63447727016
EMPclosed micro 4.90435303125 4.59227671137 2.50920252233
EMPclosed micro 4.55563848795 3.54691264318 2.85913829729
EMPclosed micro 4.86363211044 3.64453705778 3.49429376867
EMPclosed micro 4.73825718785 3.81537848497 3.007747778
EMPclosed micro 4.73493577527 3.36810085171 3.46134843365
EMPclosed micro 4.05914671943 3.47158505419 2.51982799378
EMPclosed micro 4.39532639307 3.29468662428 2.90741136077
EMPclosed micro 4.96864636197 3.85082995985 3.17405980773
EMPclosed micro 4.6057897198 3.78182715293 2.61909333063
EMPclosed micro 4.65822133445 3.56890541498 3.19672872262
EMPclosed micro 4.93514940487 4.04036495586 3.41212440617
EMPclosed micro 3.37088301678 1.90308998699 2.82412583392
EMPclosed micro 1.17609125906 0.301029995664 1.14612803568
EMPclosed micro 4.9668501111 3.98168272737 3.61741974674
EMPclosed micro 4.48802868548 3.07845681805 3.14921911266
EMPclosed micro 4.45638121799 3.69827457667 2.76715586608
EMPclosed micro 4.89942103038 4.23686462232 2.75204844782
EMPclosed micro 4.11889272537 3.11025291735 2.49276038903
EMPclosed micro 4.49087108435 3.32263271169 3.34004731766
EMPclosed micro 4.38985686062 3.19534605835 3.06182930729
EMPclosed micro 3.05307844348 2.24551266781 2.39967372148
EMPclosed micro 4.82261914503 3.51890857369 3.60444206626
EMPclosed micro 4.36729999968 3.39898106666 2.77524625974
EMPclosed micro 4.31502519931 2.83314711191 3.0051805125
EMPclosed micro 3.78943968457 3.03140846425 2.57978359662
EMPclosed micro 4.66422816468 2.87506126339 3.53491410443
EMPclosed micro 4.17571470731 3.84905069057 2.91275330367
EMPclosed micro 4.24380668974 3.53580029082 2.86805636182
EMPclosed micro 4.59992671757 3.51428204786 2.66464197556
EMPclosed micro 4.54755319563 3.71113207231 2.62736585659
EMPclosed micro 4.6120205228 3.34478512263 3.16405529189
EMPclosed micro 4.20224303762 3.97740348087 2.42324587394
EMPclosed micro 4.92084828497 4.32739980724 2.9253120915
EMPclosed micro 4.85220542299 3.45178643552 3.03981055415
EMPclosed micro 1.53147891704 0.954242509439 1.17609125906
EMPclosed micro 4.50237248831 3.31513031718 3.18808437371
EMPclosed micro 5.00359838149 4.78604831811 3.01953168453
EMPclosed micro 3.96047077753 2.72509452108 3.02897770521
