,Category,Skewnness,Evenness,Dominance,N,S,AvgAb
69,micro,18.6988650267,-2.10902135836,12.2386027572,13.6735033469,6.90875477932,6.76474856754
70,micro,7.52078968888,-1.15521237944,6.46614472424,8.51358669582,5.63121178182,2.882374914
71,micro,8.18805819849,-1.70785075581,8.42441979126,9.51811914613,5.0106352941,4.50748385203
72,micro,21.1871639285,-1.51950416598,9.65822619597,10.8956090574,6.66057514984,4.23503390756
73,micro,21.635887742,-1.71966788888,11.4135580658,12.1905477557,6.54391184556,5.64663591009
74,micro,11.4726138583,-1.70491809321,9.27594082906,11.0411121993,6.31896811375,4.72214408557
75,micro,10.2047195482,-1.63937300273,9.52908496988,10.4750036783,5.51745289646,4.95755078184
76,micro,14.5286030081,-1.36757507292,9.59906615608,10.5318028356,6.00881318544,4.52298965015
77,micro,19.1030619427,-1.86600321006,10.7078629998,12.0702357401,6.81344459951,5.2567911406
78,micro,16.0640298651,-1.58926608854,9.18850367737,10.6233983704,6.16331480403,4.46008356633
79,micro,23.7559393306,-1.65156512269,9.67896805504,10.8993839735,6.62671774925,4.27266622428
80,micro,11.4624938579,-1.70730822961,8.8526649277,9.49777241317,5.1059454739,4.39182693927
81,micro,10.0695201013,-1.54743646741,8.17357548663,10.2449828666,6.37502481983,3.86995804681
82,micro,17.4877615589,-1.67919279891,9.96067096606,11.2814598814,6.61338421838,4.66807566303
83,micro,12.7581979736,-1.3488230417,8.10832229017,9.59696239228,6.10255859461,3.49440379767
84,micro,12.6003143573,-1.49907174826,8.49433389727,9.89181974767,6.03787091992,3.85394882775
85,micro,19.6893888277,-1.52093908723,9.398146859,10.563801576,6.31173480915,4.25206676685
86,micro,19.5921639679,-1.59063705573,9.25473995927,10.9190623759,6.8112443786,4.10781799734
87,micro,8.65067488261,-1.50343405071,8.30077696085,10.3150009992,6.19031540585,4.12468559333
88,micro,10.4731044905,-1.71783018507,9.26690972346,10.6177844918,5.70378247466,4.91400201716
89,micro,19.7980365341,-1.73178025249,10.2983297703,11.5380765091,6.67959918584,4.85847732321
90,micro,16.65515197,-1.93628705801,10.4856473049,11.6156625424,6.22455842928,5.39110411315
91,micro,15.1655092496,-1.46873401337,9.10219821336,10.4815605253,6.25190388317,4.22965664208
92,micro,8.68022676497,-1.87115060952,9.38160098141,10.2933651373,5.03695260241,5.25641253489
93,micro,13.2168842509,-1.69578112891,9.40426106461,11.3725248187,6.78219205601,4.59033276266
94,micro,12.0515498969,-1.94329111025,10.177134086,11.8148432274,6.30261897574,5.5122242517
95,micro,2.89976367389,-0.486557100389,2.94443897917,4.04305126783,2.94443897917,1.09861228867
96,micro,19.946566042,-1.90496664355,11.0175301789,12.6183312919,7.15305163494,5.46527965694
97,micro,7.33888149591,-1.74990811487,8.82423661735,10.4538607591,5.61677109767,4.83708966144
98,micro,22.3253211792,-1.59321272313,10.3655220121,11.3482159025,6.6147256002,4.73349030229
99,micro,17.4513582802,-1.65040827462,9.77741399528,11.1793390603,6.67329796777,4.50604109256
100,micro,11.0123445228,-1.29614316266,7.5021864866,8.32288002177,5.08759633523,3.23528368654
101,micro,8.90095968264,-1.76485804668,9.83365504294,10.1728274307,4.60517018599,5.56765724475
102,micro,21.4382489163,-2.0371217159,12.1328404436,13.1001218584,6.53813982377,6.56198203466
103,micro,12.5285471435,-1.80969373818,9.15620092588,10.4867082537,5.88610403145,4.60060422227
104,micro,11.0515911456,-1.99180695468,10.0750430292,12.2678213412,6.81892406528,5.44889727595
105,micro,10.2649285225,-1.68534171834,9.17253465724,11.102322179,6.31716468675,4.78515749226
106,micro,11.8535738777,-1.85024432915,9.88928720313,11.5460216925,6.30991827823,5.23610341423
107,micro,17.402164404,-1.87203267062,10.5947329258,11.5512419233,6.23244801655,5.3187939067
108,micro,13.7981260638,-1.747354218,10.0164143714,11.6499183597,6.48463523564,5.16528312404
109,micro,17.8853960002,-1.83421482548,10.3856050122,11.7883729998,6.63331843328,5.15505456647
110,micro,14.4366814842,-2.20883261529,12.0652518928,13.7860961653,6.82437367004,6.96172249525
111,micro,12.9357838224,-1.07067155099,7.44014668066,8.63284061494,5.79301360838,2.83982700656
112,micro,16.3902277783,-2.00355384326,10.5885017499,12.2805955316,6.77078942391,5.50980610769
113,micro,13.9571704373,-1.89536450336,10.2048136209,11.6115392727,6.26909628371,5.34244298898
114,micro,12.3167809434,-1.68356270698,9.53235140475,11.2578009303,6.45047042214,4.80733050816
115,micro,15.6806842961,-1.53919487597,8.98067560367,10.6773156986,6.61069604472,4.06661965386
116,micro,25.9559612276,-1.79502878005,11.5813221588,12.5177983395,6.86797440897,5.64982393057
117,micro,11.3173123214,-1.18200449258,7.92080967929,9.31829751348,5.99396142731,3.32433608617
118,micro,17.5923586826,-1.73227806166,9.98672515111,11.3436780677,6.59167373201,4.75200433565
119,micro,9.65302797467,-1.70064234758,8.34735341212,9.99223076237,5.76519110278,4.22703965959
120,micro,7.32647050967,-1.96372519675,9.30792070032,11.3423032037,6.02827852023,5.31402468352
121,micro,7.99322701602,-1.7032093608,8.82217476095,10.3800943329,5.73009978297,4.64999454994
122,micro,15.8180273832,-2.03424522891,10.8492982509,12.2086792454,6.45047042214,5.75820882325
123,micro,15.5755662902,-2.11907728504,11.6496043989,13.150923623,6.62671774925,6.52420587375
124,micro,7.31703509112,-1.77166014344,9.01005848981,11.2580848269,6.03787091992,5.22021390699
125,micro,21.8154029557,-2.19525366466,12.4249591485,13.6968790374,6.882437471,6.81444156645
126,micro,10.2872627298,-1.76784667673,9.21632244365,11.8084789762,7.09837563859,4.71010333761
127,micro,7.77534862334,-1.64956848909,8.9509217648,10.1778943978,5.28320372874,4.89469066905
128,micro,16.9576170078,-1.3100611769,8.35655484545,9.60420512202,6.00141487796,3.60279024406
129,micro,14.2762583701,-1.47545155162,9.45883973055,10.6472090191,6.04973345523,4.59747556383
130,micro,24.4959437612,-1.63617246006,10.4263207954,11.3528858125,6.70318811324,4.64969769922
131,micro,17.687672649,-1.8892195286,10.7729382176,12.3024368151,6.91075078796,5.39168602718
132,micro,21.9948167725,-1.49669336903,9.79160581989,10.639526584,6.47697236289,4.1625542211
133,micro,16.8352307811,-1.72181666723,10.182746752,11.6874164426,6.81673588059,4.87068056205
134,micro,14.0294309412,-1.95142579088,10.2244109588,12.0648776769,6.74405918631,5.32081849055
135,micro,6.73052632718,-1.81942179853,8.39976009452,11.4598305486,6.71295620068,4.74687434796
136,micro,17.0239727326,-1.35030143781,8.18868912444,9.89520333295,6.55108033504,3.34412299791
137,micro,7.8386736762,-1.5676463037,7.63771643266,10.0393724236,6.27664348934,3.76272893421
138,micro,10.0084930586,-1.64394062369,8.47824444128,9.28998299963,5.01727983681,4.27270316281
139,micro,10.5160688391,-1.02184045034,6.6147256002,7.5213179802,5.02388052085,2.49743745935
140,micro,6.97480363106,-0.58699957825,4.74493212836,6.52795791762,5.08759633523,1.44036158239
141,micro,11.0827930203,-0.707153557545,5.65948221576,7.29641326877,5.61677109767,1.67964217111
142,micro,4.37309222892,-0.504738503964,3.55534806149,6.24027584517,5.06259503303,1.17768081214
143,micro,8.19335150611,-0.802250483117,5.22574667371,7.80180040191,5.98645200528,1.81534839662
144,micro,8.18769734145,-0.640570569247,5.05624580535,7.25559127425,5.70044357339,1.55514770086
145,micro,5.32108314607,-0.76634352659,4.5538768916,5.80814248998,4.07753744391,1.73060504607
146,micro,7.37839374773,-0.717051339725,5.08140436498,7.38150189451,5.68357976734,1.69792212717
147,micro,6.55772235313,-0.668577508982,4.78749174278,5.92425579741,4.29045944115,1.63379635627
148,micro,9.35584328564,-0.742495458217,5.45103845357,6.83410873881,5.08140436498,1.75270437383
149,micro,8.44734139214,-0.765952765488,5.66642668811,6.75227037614,4.78749174278,1.96477863336
150,micro,9.90399497656,-0.786833308997,5.63121178182,7.78821155785,5.93753620508,1.85067535276
151,micro,9.89269151616,-1.0519488795,6.23832462504,8.54869185848,6.15060276845,2.39808909003
152,micro,11.4695850951,-0.874964198281,6.47389069635,8.3214215869,6.09582456243,2.22559702447
153,micro,5.25399665889,-0.529234655683,3.95124371858,6.26149168432,4.98360662171,1.27788506261
154,micro,11.1700017805,-0.971221331731,6.68461172767,8.39276311304,5.96100533962,2.43175777341
155,micro,6.2179928201,-0.636214559203,4.45434729625,6.99209642742,5.53733426702,1.4547621604
156,micro,13.1869401791,-1.13066149761,7.31986492981,8.3262747874,5.52942908751,2.79684569989
157,micro,4.46155351878,-0.698122860348,4.26267987704,5.93489419562,4.39444915467,1.54044504095
158,micro,10.0093913967,-1.08500311228,6.5666724298,8.44569718971,5.85793315448,2.58776403523
159,micro,7.22319452134,-0.598093833579,4.67282883446,6.66568371778,5.15905529921,1.50662841857
160,micro,4.88112706865,-0.578101452306,3.97029191355,5.09986642782,3.63758615973,1.4622802681
161,micro,4.65412591203,-0.716624463079,4.24849524205,6.77078942391,5.19849703127,1.57229239264
162,micro,9.48704663151,-1.03445667091,6.53378883793,8.64470651172,6.10702288774,2.53768362397
163,micro,9.86833572174,-0.734237743218,5.76832099579,7.6167758087,5.72358510195,1.89319070675
164,micro,1.68091404479,-0.262670180614,1.94591014906,3.87120101091,3.09104245336,0.78015855755
165,micro,11.3761361814,-0.790915067514,6.05208916892,7.8188324438,5.85793315448,1.96089928932
166,micro,5.4136832564,-0.579601437096,4.11087386417,6.5750758406,5.23110861685,1.34396722375
167,micro,9.9322514185,-0.725006084496,5.71702770141,7.1236727852,5.3082676974,1.8154050878
168,micro,8.03258042695,-0.65217484356,5.09375020081,7.10249935577,5.50125821054,1.60124114523
169,micro,4.41680487843,-0.521797600019,3.7135720667,5.96357934362,4.73619844839,1.22738089522
170,micro,8.2814829878,-0.794407693338,5.43807930892,7.45933889522,5.6058020663,1.85353682892
171,micro,10.0824737879,-0.85843716939,5.81413053183,8.05674377498,6.08221891038,1.9745248646
172,micro,3.71077478795,-0.589326585598,3.61091791264,6.32793678373,4.96981329958,1.35812348415
173,micro,5.55693382245,-0.660197268633,4.4188406078,7.10167597162,5.53338948873,1.56828648289
174,micro,7.20640697672,-1.05428145844,5.70711026475,6.75460409949,4.36944785247,2.38515624702
175,micro,9.4872347716,-1.21962027022,6.94022246912,8.61703852639,5.74300318781,2.87403533858
176,micro,7.16505496128,-0.61555821637,4.67282883446,6.73933662736,5.28320372874,1.45613289862
177,micro,4.78956967414,-0.635083107807,4.07753744391,5.03695260241,3.61091791264,1.42603468977
178,micro,8.84461604025,-0.868627022028,5.62762111369,6.92264389148,4.9558270576,1.96681683387
179,micro,7.50407275295,-0.800144275415,5.3375380797,7.54327334671,5.71373280551,1.8295405412
180,micro,7.33434314962,-0.885017613747,5.67675380227,7.20785987143,5.07517381523,2.1326860562
181,micro,8.55988486697,-0.579168243505,4.77068462447,7.01571242049,5.5947113796,1.42100104089
182,micro,1.42532635619,-0.191110541986,1.38629436112,2.99573227355,2.48490664979,0.510825623766
183,micro,11.4609475472,-1.2867480994,7.22475340577,9.82406548556,6.71174039506,3.1123250905
184,micro,13.574933454,-1.57652335103,10.6468999992,11.6405708188,6.11589212548,5.52467869332
185,micro,11.4716670385,-1.18350084429,6.9603477291,10.6363841526,8.03883475779,2.59754939483
186,micro,10.6793252055,-1.7844465853,9.07142307279,10.6217175135,6.01371515604,4.60800235742
187,micro,6.47599203637,-1.71110375117,7.4442486495,8.85023096559,4.9558270576,3.89440390799
188,micro,18.909040517,-1.57940252829,8.84476882753,10.1796788583,6.29526600144,3.88441285683
189,micro,8.8322658384,-1.87378979688,9.98248355876,11.1650261877,5.49716822529,5.6678579624
190,micro,22.0067709184,-1.26778561105,8.55891078477,10.3073847655,7.11069612298,3.19668864249
191,micro,13.4688187308,-1.59255443015,8.86446405528,10.5165086886,6.40687998607,4.10962870255
192,micro,18.4674985951,-1.34881834446,8.59803557926,10.5461831896,7.11882624906,3.42735694054
193,micro,44.92207755,-1.24174736335,9.11701821474,11.3767047451,8.36915711259,3.00754763247
194,micro,13.1220335431,-1.36684396959,7.7137846166,11.5588066402,8.37953902612,3.17926761411
195,micro,14.1803789045,-1.37006971385,8.51358669582,10.817896515,7.19067603433,3.62722048066
196,micro,19.9864686162,-1.60072746071,11.4804952441,11.8268745198,6.08449941308,5.74237510672
197,micro,6.44028918732,-0.342606838995,4.47733681448,8.05610965955,6.54821910276,1.50789055678
198,micro,17.9084395926,-1.41016248695,8.16080392095,10.166159462,6.81783057145,3.34832889053
199,micro,19.1604180849,-1.4825338153,9.46024269259,11.2562251301,7.12044437239,4.13578075773
200,micro,3.00562676465,-1.91398312326,6.59304453414,9.55775254864,5.5872486584,3.97050389024
201,micro,11.3604991388,-1.00308213728,6.99942246751,10.3783232386,8.0320353144,2.34628792417
202,micro,13.1594393518,-1.0098763031,6.73340189184,8.71719093322,6.36990098283,2.34728995039
203,micro,15.2404223589,-1.59868973292,8.6830465555,10.2774963927,6.37502481983,3.90247157286
204,micro,11.1980197462,-1.0305831922,6.55393340403,8.87975079851,6.52649485957,2.35325593894
205,micro,17.1520215046,-1.47495059676,8.54636356872,9.74431595564,6.12686918411,3.61744677153
206,micro,16.6601743687,-1.65520075656,8.91623773172,10.7450762897,6.74523634948,3.99983994022
207,micro,24.4464533061,-0.966189452458,7.80994708648,9.75074421527,7.36770857237,2.3830356429
208,micro,12.6465766673,-1.61170413975,8.40447232135,10.5987824252,6.72022015514,3.87856227002
209,micro,8.94432747265,-1.61190649482,8.50532301885,10.5477858172,6.37331978958,4.17446602762
210,micro,9.04812340493,-1.77764315918,8.43185314425,10.2833955078,5.84354441703,4.43985109075
211,micro,12.756137624,-1.25801928913,7.44658509916,10.6394307779,7.74889133726,2.89053944064
212,micro,8.99947914495,-1.0444521636,6.47697236289,10.1515188194,7.72665366485,2.42486515451
213,micro,17.2861864437,-1.16869782545,8.53306654057,9.01796847933,5.73657229748,3.28139618185
214,micro,31.6814983587,-1.11153590584,8.95364003713,10.4742410849,7.59085212369,2.88338896119
215,micro,7.97953705884,-1.73371887331,8.20193435119,10.3229541803,6.16751649089,4.15543768939
216,micro,45.8239518013,-1.21142950342,10.4088884893,11.1970496581,7.70074779451,3.49630186364
217,micro,13.5608801885,-1.17405017045,7.22838845157,9.82168078983,7.0958932211,2.72578756873
218,micro,12.777181114,-0.374246837034,5.44241771052,7.33367639566,6.2205901701,1.11308622556
219,micro,11.310839641,-1.81942487695,9.13561682578,11.5761537531,7.01211529431,4.56403845882
220,micro,41.1528089719,-1.33960409851,9.76324799612,11.604191113,8.19698792726,3.40720318578
221,micro,20.7379891556,-1.20526287872,8.2206721703,11.2013331405,8.2308435642,2.97048957627
222,micro,19.2741984824,-1.03393848586,7.78572089653,10.366088852,7.78655180643,2.57953704559
223,micro,11.8610333998,-0.246260289806,5.0106352941,7.5038407467,6.13988455223,1.36395619447
224,micro,21.0069994875,-1.06073487767,7.98718474823,9.85103569253,7.18690102041,2.66413467212
225,micro,36.248753621,-1.16339272737,8.55217416031,10.9018742673,8.12118324208,2.78069102521
226,micro,16.497723658,-1.51397788425,8.48694014825,10.8073615144,7.16703787691,3.64032363748
227,micro,13.4184856771,-1.55147650508,8.55814317775,10.7152174489,6.91572344863,3.79949400029
228,micro,33.9576065258,-1.08002483384,7.80016307039,10.6634519061,8.18116085802,2.48229104811
229,micro,12.7167200452,-1.23367398777,7.31654817718,10.2779778563,7.37900812763,2.89896972872
230,micro,14.9183027918,-0.874961381049,6.48616078894,8.78966009806,6.84481547921,1.94484461885
231,micro,11.4530457576,-0.194566089404,4.7184988713,7.33758774354,6.10255859461,1.23502914893
232,micro,9.34531806361,-1.26341343049,6.91572344863,8.61577075478,5.7333412769,2.88242947788
233,micro,32.7619476558,-1.19999092584,8.54461378699,10.2694145638,7.36391350141,2.90550106239
234,micro,7.2335108499,-1.18177704287,6.41509695917,10.6953029049,8.15478757277,2.54051533212
235,micro,12.1133465519,-1.52903652367,8.04622910108,10.6204489112,7.01031186731,3.61013704389
236,micro,25.6277083878,-1.36716839151,8.36264243157,11.4278141,8.28677323113,3.14104086886
237,micro,12.4861013358,-1.17312748744,7.24565506759,10.9408802508,8.11162807831,2.82925217245
238,micro,16.9479745649,-1.33001210268,8.87038206607,9.94213117613,6.1944053911,3.74772578502
239,micro,8.97324670586,-1.5229461725,7.98309894071,9.98552826287,6.28785856016,3.69766970271
240,micro,11.9657762062,-1.28663857469,7.67554600254,9.86791218702,6.69332366827,3.17458851875
241,micro,12.2731449932,-1.40806471435,8.06996814906,9.69670935531,6.1944053911,3.5023039642
242,micro,15.9189509625,-1.35943007638,8.62191350219,10.0847251888,6.50876913697,3.5759560518
243,micro,18.0376968393,-1.46509659017,8.4784523631,10.4779638034,6.99850964225,3.47945416113
244,micro,21.2535685956,-1.43351390563,8.86163359769,10.4006806746,6.85435450226,3.54632617232
245,micro,8.6753236486,-0.338024796205,4.83628190695,7.54591815121,6.0112671744,1.53465097681
246,micro,11.8673620445,-1.71407565482,10.3963223068,11.2479177096,5.6937321388,5.55418557075
247,micro,14.8064494673,-1.22815662788,7.47306908803,10.8157100202,8.08764028778,2.72806973246
248,micro,9.65646016167,-0.233884724565,4.47733681448,7.01929665372,5.7333412769,1.28595537682
249,micro,14.5894864712,-0.868193049292,6.72383244082,9.05858681675,7.02553831464,2.03304850211
250,micro,17.86586926,-1.5663489997,9.02340820262,10.8273495499,6.91274282049,3.91460672941
251,micro,11.9993853639,-1.5729957236,10.0540173993,10.8918384469,5.70378247466,5.18805597229
252,micro,6.88904834046,-1.65439544046,7.64683139143,10.0435972605,5.85220247977,4.19139478075
253,micro,13.5942535941,-1.68479110934,8.3918567001,10.5872407475,6.81234509418,3.77489565328
254,micro,14.4260670471,-1.42861825077,8.45892828328,10.3043085602,6.63331843328,3.67099012687
255,micro,13.6445531926,-1.94584500653,10.1794132893,11.7926156875,6.53524127101,5.25737441648
256,micro,10.4134501079,-1.61821627007,8.24826744745,10.3576793307,6.385194399,3.97248493174
257,micro,15.8574826491,-1.70049157567,9.64723954557,11.6681241669,7.15461535691,4.51350880995
258,micro,10.4633173657,-1.68497729726,7.92696354486,9.6760849443,5.81413053183,3.86195441248
259,micro,13.1768544463,-1.10853595335,7.15773548425,10.4615592919,7.91971976092,2.54183953097
260,micro,18.8436246857,-1.25598055786,7.9669334984,10.9616944266,8.00336305863,2.95833136794
261,micro,9.15769784898,-1.79347684158,8.79936008318,10.6008508328,5.94803498918,4.65281584366
262,micro,5.3294661829,-1.54365230323,6.8936563546,9.14174028048,5.49716822529,3.64457205519
263,micro,11.6950969408,-1.73380852433,9.5960788499,10.9187544635,5.93224518745,4.98650927604
264,micro,43.2911783321,-1.12019736314,8.89809234558,10.6198872849,7.88532923927,2.73455804563
265,micro,9.51996922439,-1.84404898457,8.82717477136,10.698875387,6.07534603109,4.62352935595
266,micro,15.0938278075,-1.54367761501,8.50025047069,10.567926569,6.78558764501,3.78233892395
267,micro,10.083336449,-1.64790421973,9.30973311585,10.5326027503,5.63478960317,4.89781314714
268,micro,6.68854879704,-1.88371439973,8.36730010184,10.5556304303,5.88610403145,4.66952639884
269,micro,49.7966036721,-1.15505239432,9.09290727508,10.7043225385,7.9755646585,2.72875788002
270,micro,6.27550825099,-2.20837948867,8.93918760148,9.36469103181,3.85014760171,5.5145434301
271,micro,19.8309899512,-1.64635651212,10.5973095054,11.2946575086,6.26149168432,5.03316582428
272,micro,6.65094529644,-1.63265626715,7.50273821075,9.42995771351,5.58349630878,3.84646140473
273,micro,9.99519915603,-0.330696349203,5.07517381523,7.66293785046,6.12905021006,1.5338876404
274,micro,13.653144824,-1.32397599869,7.39387829011,10.178957864,7.18765716411,2.99130069991
275,micro,19.2517574592,-1.06208038327,10.7358748002,10.8104145815,5.92425579741,4.88615878404
276,micro,13.7727756171,-1.33850166979,7.77233157517,9.37797121336,6.2085900261,3.16938118726
277,micro,10.1526525746,-1.70203739852,10.0253954028,10.283361311,4.72738781871,5.55597349227
278,micro,4.08161048914,-1.65965862068,6.04973345523,8.10530751551,4.77912349311,3.32618402239
279,micro,8.66043402183,-1.85449505174,9.58973525235,10.9109526508,5.58349630878,5.32745634201
280,micro,20.2299224126,-1.3003800755,9.28042597954,11.0050454985,7.36707705988,3.63796843861
281,micro,13.0721945086,-1.62426749253,9.26179365357,10.3795043166,5.95064255259,4.42886176401
282,micro,12.2715343968,-1.21435589884,7.53902705582,9.78041555495,6.84906628263,2.93134927231
283,micro,8.69405213562,-1.4751487787,7.78155595924,9.28646773236,5.61677109767,3.6696966347
284,micro,16.4928068835,-1.54757957491,8.83229585944,10.6957105413,6.85224256905,3.84346797223
285,micro,13.6801325218,-1.35805223975,8.25686684897,9.45618430881,5.96357934362,3.49260496519
286,micro,9.55775496588,-1.04393139852,6.25766758788,9.77537004976,7.46679947502,2.30857057474
287,micro,13.6826116558,-1.67721692465,9.34522085417,11.5427463688,7.1884127365,4.35433363229
288,micro,17.1158249209,-1.35220887253,9.47216602988,10.4196887022,6.34035930373,4.07932939851
289,micro,11.1357728107,-1.80274382706,9.75608902553,11.1791715304,6.13988455223,5.03928697819
290,micro,25.1625393191,-0.917560347909,9.97645916499,10.894069097,7.10987946307,3.78418963392
291,micro,18.5960666654,-0.658405847061,7.02997291171,9.13787720024,6.82110747226,2.31676972799
